eugenia,marcus,anaxibia,cypris,rhetenor,cisseis,hecuba,niepelti,theseus,hercules,amphitryon,telemachus,polyphemus,granadensis,achilles,helenor,deidamia,epistrophus,iphitus,amathonte,godartii,menelaus,zephyritis,lympharis,sulkowskyi,aega,portis,rhodopteron,absoloni,aurora
-0.16903015,-0.1660078217391304,-0.16739025714285713,-0.1659503111111111,-0.17008661,-0.15727731142857143,-0.1588961368421053,-0.16065452000000002,-0.16426224285714286,-0.16769501000000003,-0.16945380869565219,-0.16954307222222223,-0.16870186999999998,-0.15916161111111107,-0.1635588575,-0.161147025,-0.15904747297297298,-0.16861217666666667,-0.1691010888888889,-0.16157905454545454,-0.16314773214285716,-0.16203880588235295,-0.17317968,-0.17534591111111114,-0.16730835000000002,-0.1643519,-0.16270535789473684,-0.16950877692307692,-0.1640219,-0.16555678000000001
0.1437106125,0.14403992173913038,0.13417852142857142,0.13284706666666665,0.13498331333333333,0.13045762857142862,0.12937969473684213,0.13386132,0.13213906904761905,0.13312190499999998,0.1338047913043478,0.13342389444444447,0.138813945,0.13919227777777776,0.1389113875,0.13941673,0.1376414108108108,0.13905569666666667,0.14234688333333334,0.13709824545454546,0.14075384285714285,0.1405917450980392,0.14309609,0.1546651611111111,0.15221515000000002,0.14436932222222223,0.14592513684210526,0.14924659999999998,0.14245274000000002,0.14280330000000002
-0.086349475,-0.08186955652173912,-0.09046010714285714,-0.09394117777777777,-0.07981776333333332,-0.09471948285714285,-0.09337133157894738,-0.08932121999999999,-0.0893758261904762,-0.088798595,-0.0887775652173913,-0.08535257222222221,-0.08186753999999999,-0.09073842222222223,-0.088102345,-0.08439796,-0.08793257027027027,-0.09007512,-0.08920262222222224,-0.09955478181818184,-0.09606944999999999,-0.09240372941176467,-0.08103311999999999,-0.06992614444444444,-0.07536356999999999,-0.08441713333333334,-0.07301337894736844,-0.07617873846153846,-0.08038952,-0.08279442
0.08649731875,0.08304305217391306,0.08709877857142859,0.08548715555555557,0.07921808333333333,0.09059876,0.09017852105263158,0.09125712,0.0895916642857143,0.08476312999999999,0.08960128260869565,0.08553943333333335,0.08003372499999999,0.09230588888888887,0.08947954500000001,0.08820677,0.08966277027027027,0.08838015666666667,0.09066505,0.09354144545454547,0.09178839999999999,0.09033677647058823,0.08296644,0.08634023888888889,0.08701417,0.08612985555555557,0.08800434210526316,0.0834908,0.08344438,0.08800606500000001
-0.0698669375,-0.06364237391304348,-0.07213525,-0.07184545555555556,-0.053828286666666655,-0.07397013428571428,-0.07484172105263158,-0.06984641999999999,-0.07181761190476192,-0.06822062500000001,-0.06812810869565218,-0.0636065888888889,-0.070634995,-0.07935252222222222,-0.07358039000000001,-0.070028595,-0.07472461621621622,-0.07490302666666668,-0.07361903333333335,-0.07978268181818181,-0.07563156071428571,-0.06942411960784314,-0.07096215000000002,-0.0573873888888889,-0.06289587,-0.06932607777777777,-0.057061742105263165,-0.060466599999999995,-0.06603215999999999,-0.06528204000000001
0.0660405125,0.060209669565217394,0.0670388642857143,0.06322733333333333,0.05033361,0.07335469714285714,0.07436516842105263,0.072062,0.07391023333333334,0.065379565,0.07144013043478262,0.06560156111111111,0.06660799,0.07951349999999999,0.0734354375,0.0725514675,0.07474612702702703,0.07330295666666667,0.07465202777777777,0.07552639090909091,0.07079848928571429,0.06750589607843138,0.07042604000000001,0.0723404611111111,0.07292269000000001,0.068997,0.06862928947368423,0.06454688461538462,0.06576214,0.06886230000000002
-0.08104431250000001,-0.07943318695652173,-0.0911100642857143,-0.09494877777777778,-0.08146458,-0.10607095999999999,-0.10932429473684209,-0.10190314,-0.09965199047619049,-0.09549194999999999,-0.10391576521739129,-0.09930175555555557,-0.08027365500000001,-0.09351308888888889,-0.0871420675,-0.0858885175,-0.09069582972972973,-0.08713134999999998,-0.08412473333333333,-0.09822577272727272,-0.0919879107142857,-0.09306501764705881,-0.08127937,-0.0725961888888889,-0.08066011,-0.08195977777777778,-0.07135307894736842,-0.08069061538461536,-0.07670189999999999,-0.08507830499999999
-0.02363163125,-0.032685965217391304,-0.011552971428571427,-0.02154985555555556,-0.03687123333333333,0.00823184857142857,0.010078963157894735,0.009046460000000001,0.0057464095238095245,-0.0026306199999999997,0.01144436956521739,0.0031075111111111115,-0.020410985,-0.0019490999999999998,-0.0127255075,-0.0128478975,-0.007618394594594594,-0.011921546666666666,-0.01331835,-0.002057018181818182,-0.005891253571428571,-0.009842215686274509,-0.032281710000000005,-0.024256650000000005,-0.02052472,-0.028659566666666667,-0.02996694210526316,-0.028368115384615387,-0.03329116,-0.01871706
-0.1365607625,-0.13609400869565214,-0.14968374285714287,-0.14863801111111108,-0.14581575333333335,-0.15095594,-0.15222346842105264,-0.14688076,-0.15128673095238096,-0.152046255,-0.14958256086956526,-0.15217205,-0.136665145,-0.14034535555555555,-0.1400812875,-0.13794491250000002,-0.14078333513513513,-0.14362844333333336,-0.14255132222222222,-0.14419264545454544,-0.14294612857142858,-0.14375162549019607,-0.13799966,-0.13623796666666665,-0.14102726,-0.13923743333333335,-0.12833878421052636,-0.14227362307692307,-0.13816226,-0.142151955
0.02810159375,0.021590978260869566,0.04145069285714287,0.02877307777777778,0.02378349333333333,0.05268696857142858,0.05178527368421053,0.05343312,0.05424879523809524,0.047754334999999995,0.05216002173913043,0.051502566666666666,0.03105303,0.0396431,0.03327812249999999,0.031111344999999995,0.03855038648648649,0.03714483666666666,0.037407216666666666,0.04318176363636364,0.04287626785714286,0.038485752941176475,0.015117119999999998,0.03145685555555555,0.03598367,0.02662961111111111,0.023485563157894733,0.029831984615384617,0.02402844,0.034454830000000006
