ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58	ProcCoord59	ProcCoord60	ProcCoord61	ProcCoord62	ProcCoord63	ProcCoord64	ProcCoord65	ProcCoord66	ProcCoord67	ProcCoord68	ProcCoord69	ProcCoord70	ProcCoord71	ProcCoord72	ProcCoord73	ProcCoord74	ProcCoord75	ProcCoord76	ProcCoord77	ProcCoord78	ProcCoord79	ProcCoord80	ProcCoord81	ProcCoord82	ProcCoord83	ProcCoord84	ProcCoord85	ProcCoord86	ProcCoord87	ProcCoord88
23	PB13-0027	M	Morpho	hercules	18.62371	can	23	-0.1632526	0.1415012	-0.1723129	0.1204891	-0.1604399	0.0919634	-0.1398281	0.0581957	-0.1269387	0.0194291	-0.1198435	-0.0273343	-0.1089132	-0.0682699	-0.0894916	-0.108514	-0.0893956	0.1408456	0.0558162	0.0669163	0.0412571	0.0705944	0.0122566	0.0689519	-0.0063995	0.0441482	0.0534024	-0.0026849	0.1166399	-0.0400964	0.2023401	-0.083671	0.2130949	-0.077245	0.203634	-0.0946709	-0.1689816	0.1059534	-0.1513395	0.0780829	-0.1329615	0.0446478	-0.11906	-0.0058195	-0.1112058	-0.0582223	-0.098726	-0.1070629	-0.1147352	0.1519178	-0.075924	0.1471015	-0.0368486	0.136284	0.0012103	0.1206521	0.0368919	0.0988777	0.0713733	0.0731328	0.1039086	0.0441424	0.1351504	0.0133885	0.1655425	-0.0176938	0.1950248	-0.0471287	-0.0586479	-0.1178048	-0.0334549	-0.1159314	-0.0075194	-0.1137114	0.0185455	-0.1112506	0.0446213	-0.1096171	0.0707187	-0.1086414	0.0969069	-0.1068958	0.1231147	-0.1061674	0.1490357	-0.1049634	0.1757338	-0.1038187
24	PB13-0028	M	Morpho	hercules	18.20303	can	23	-0.1562638	0.1484497	-0.1682383	0.1297705	-0.1599063	0.0984832	-0.1436447	0.0608257	-0.1295874	0.0213866	-0.1165424	-0.0331016	-0.1027518	-0.0754608	-0.0867799	-0.1183937	-0.0836279	0.140821	0.054148	0.0689514	0.0428139	0.0723894	0.0176812	0.0714266	-0.004527	0.043958	0.056412	-0.0059479	0.1124867	-0.0395009	0.1960607	-0.0808224	0.2066272	-0.069898	0.1969322	-0.0904615	-0.1637203	0.1078181	-0.151671	0.0777508	-0.136467	0.0430857	-0.1222692	-0.0066999	-0.1102496	-0.0581064	-0.0996541	-0.1077488	-0.1161106	0.1526166	-0.077177	0.1461669	-0.037904	0.1360319	-0.000045	0.1198808	0.0369078	0.1002055	0.072161	0.0755791	0.1042012	0.0459746	0.1345737	0.0144	0.1630701	-0.0184621	0.1899168	-0.049701	-0.059436	-0.1267659	-0.032576	-0.1239439	-0.0064788	-0.1199428	0.0194017	-0.1158084	0.0452737	-0.1125021	0.0713543	-0.110158	0.0974632	-0.1070142	0.1235214	-0.1044157	0.1492467	-0.1018455	0.1753746	-0.0992705
25	PB13-0029	M	Morpho	hercules	17.56691	can	23	-0.1530081	0.1536393	-0.1663714	0.1334452	-0.1586706	0.1013436	-0.1427663	0.0657831	-0.1279426	0.0242053	-0.113989	-0.0310956	-0.1004727	-0.0789907	-0.0768034	-0.1247266	-0.0881088	0.1456398	0.0474526	0.0695173	0.0355511	0.0727492	0.0071952	0.0690033	-0.0068854	0.0399209	0.0508181	-0.0069498	0.1039253	-0.0389559	0.19561	-0.0800342	0.2069937	-0.0691956	0.1980988	-0.0887907	-0.1623446	0.1076713	-0.1484537	0.0786655	-0.1341451	0.0435248	-0.1179535	-0.0058482	-0.1072918	-0.0576372	-0.0970129	-0.1069926	-0.1158493	0.1571229	-0.0762601	0.1505426	-0.0371946	0.1383231	0.00088	0.1222695	0.0360064	0.0997661	0.0693473	0.0729548	0.100545	0.0428677	0.131168	0.0116688	0.1614577	-0.0195155	0.1906725	-0.0481307	-0.0584388	-0.1308062	-0.0305861	-0.1283112	-0.0047784	-0.1229694	0.0209123	-0.1186088	0.0466	-0.114867	0.0725489	-0.1119719	0.0986283	-0.10882	0.1245294	-0.1057073	0.1503009	-0.1033531	0.1760855	-0.098346
26	PB13-0030	M	Morpho	hercules	19.28473	can	23	-0.1607223	0.1507572	-0.169586	0.1288355	-0.1570669	0.0984812	-0.1410689	0.0634354	-0.1290034	0.022586	-0.1188426	-0.0311051	-0.1048349	-0.0782862	-0.0779737	-0.1210343	-0.0940751	0.1437386	0.0546236	0.0681312	0.0422784	0.0720219	0.0141165	0.0718676	-0.0080558	0.0454796	0.0618344	-0.0084921	0.1134524	-0.0406002	0.1956305	-0.0805578	0.201889	-0.0696374	0.1973722	-0.0912822	-0.1623111	0.1083764	-0.1474334	0.0796711	-0.1318992	0.0444542	-0.119874	-0.0063395	-0.1096159	-0.0582026	-0.0972267	-0.1069426	-0.1163085	0.1549037	-0.0770456	0.1480543	-0.0376415	0.1373145	0.0006021	0.1218242	0.0360928	0.0997443	0.0698794	0.0732911	0.1011945	0.043136	0.1319126	0.0118119	0.1623176	-0.0192164	0.1898768	-0.0496766	-0.059151	-0.1268814	-0.0320476	-0.1258857	-0.0059955	-0.1209549	0.0198315	-0.1164367	0.0456608	-0.1126568	0.0717056	-0.1098504	0.0978409	-0.1070468	0.1239503	-0.1047457	0.1497869	-0.1026914	0.1759308	-0.0993929
27	PB13-0031	M	Morpho	hercules	19.62502	can	23	-0.1643439	0.1444523	-0.1710081	0.1207388	-0.1589158	0.0920586	-0.1422728	0.0587664	-0.1283981	0.0242261	-0.1169237	-0.0280607	-0.1070458	-0.0735486	-0.0852277	-0.1128275	-0.0950652	0.1443094	0.0538968	0.0671902	0.0449786	0.0699382	0.0147227	0.0694228	-0.0052341	0.0465874	0.0701236	-0.0108436	0.1203586	-0.0428663	0.1954207	-0.0850292	0.2092193	-0.0736292	0.2024045	-0.0954229	-0.167066	0.1065826	-0.1528231	0.0773802	-0.1353139	0.0437351	-0.1167796	-0.0052998	-0.1103303	-0.0583495	-0.0968082	-0.1060793	-0.1159651	0.1543118	-0.0766031	0.1488095	-0.0372623	0.1379549	0.0007507	0.1217333	0.0365169	0.0998541	0.071015	0.0741485	0.1026227	0.0442475	0.1328129	0.0125207	0.1623947	-0.0194045	0.1910595	-0.048912	-0.0593964	-0.1218839	-0.0337192	-0.1194032	-0.0079783	-0.114804	0.0181993	-0.1110545	0.0443316	-0.1091533	0.0703915	-0.1071137	0.0965678	-0.1048853	0.1227557	-0.1038653	0.1486629	-0.1037407	0.1752747	-0.1027916
28	PB13-0032	M	Morpho	hercules	18.88198	can	23	-0.1618598	0.1444163	-0.1719164	0.1233154	-0.1592043	0.093244	-0.141251	0.0626946	-0.1259011	0.0250725	-0.1160923	-0.0249761	-0.1046689	-0.0727101	-0.0839576	-0.1127617	-0.0899918	0.1444514	0.0500337	0.068787	0.037727	0.0721	0.0115026	0.0709551	-0.0045218	0.0453345	0.0547613	-0.0033455	0.1154869	-0.0412987	0.1987816	-0.0835408	0.2111442	-0.0784253	0.2035079	-0.0934555	-0.1662339	0.1071838	-0.150777	0.0786087	-0.1327819	0.0447546	-0.116141	-0.0055205	-0.1102387	-0.0586543	-0.0959646	-0.1064428	-0.1162387	0.1530218	-0.0767604	0.1495667	-0.0376464	0.1380525	-0.0005841	0.1199636	0.0351112	0.0981286	0.0692353	0.0721659	0.1012541	0.0427586	0.1320283	0.0115732	0.16181	-0.0204714	0.1920269	-0.0485522	-0.0585845	-0.1223152	-0.0326685	-0.1208999	-0.006531	-0.1172381	0.0197011	-0.115698	0.0457158	-0.1133505	0.0718652	-0.1105531	0.0980624	-0.1074974	0.1241623	-0.1046542	0.1500558	-0.1028123	0.1765419	-0.1009752
29	PB13-0046	M	Morpho	telemachus	19.37615	can	23	-0.1514677	0.1516219	-0.1607945	0.1281304	-0.150241	0.0994158	-0.1372936	0.0632303	-0.1271029	0.0202425	-0.118439	-0.035117	-0.1055383	-0.0831664	-0.0774443	-0.1261585	-0.099605	0.150683	0.0453973	0.0747476	0.0311904	0.0777748	0.0015139	0.0712477	-0.0112507	0.0432138	0.0577779	-0.006808	0.1082814	-0.0377484	0.1948111	-0.0818481	0.205676	-0.0762473	0.1991974	-0.0918782	-0.1551582	0.1098717	-0.1438827	0.0795079	-0.1324865	0.0431337	-0.1227098	-0.0077553	-0.1119315	-0.0599611	-0.0976594	-0.1086563	-0.1162473	0.1583562	-0.0755586	0.1542785	-0.0351886	0.1432358	0.0018212	0.1236874	0.0361722	0.0996342	0.0685918	0.0715654	0.0996384	0.0411528	0.1301724	0.0095826	0.16098	-0.0211584	0.1892792	-0.0505422	-0.0581343	-0.1320625	-0.0302218	-0.1292092	-0.0042709	-0.1234038	0.0212396	-0.1176039	0.0468972	-0.1128118	0.0726816	-0.1080114	0.0986365	-0.103627	0.1248409	-0.101274	0.1507705	-0.1003296	0.1770599	-0.0989353
30	PB13-0047	M	Morpho	telemachus	15.84235	can	23	-0.1485006	0.1554368	-0.1607495	0.136293	-0.1526636	0.1047802	-0.1403935	0.064367	-0.1316079	0.0190353	-0.1211254	-0.0390909	-0.1053877	-0.0879436	-0.0766046	-0.1234968	-0.0936583	0.1491766	0.0456209	0.0698638	0.0336961	0.072696	0.0003686	0.0693806	-0.008835	0.0426726	0.0495836	-0.0019228	0.1065967	-0.035755	0.2007485	-0.0835423	0.2111339	-0.0726775	0.2036117	-0.0938258	-0.1547935	0.1091212	-0.1454388	0.0786655	-0.1337354	0.0428085	-0.1244312	-0.0081325	-0.1142387	-0.0608312	-0.097662	-0.1094258	-0.1154705	0.1572623	-0.0760241	0.1499379	-0.0377038	0.1361191	-0.0005731	0.1185836	0.0341179	0.09611	0.0669073	0.0689362	0.0986678	0.0393278	0.1300115	0.0085442	0.1616274	-0.0215227	0.1915972	-0.0492028	-0.0570067	-0.127117	-0.03048	-0.123299	-0.004782	-0.1172029	0.021151	-0.1119916	0.0471928	-0.1083112	0.0733337	-0.105263	0.0996152	-0.1030269	0.125882	-0.1019585	0.1518572	-0.102339	0.1785452	-0.1012393
31	PB13-0048	M	Morpho	telemachus	18.3833	can	23	-0.1479993	0.1491094	-0.1588989	0.1292094	-0.1505697	0.1011395	-0.1375583	0.0642762	-0.1298163	0.0214769	-0.1256535	-0.0385478	-0.1089687	-0.0897634	-0.0822962	-0.1268926	-0.0920957	0.1469597	0.0490632	0.0733372	0.0354257	0.0769318	0.003512	0.0754545	-0.0127882	0.0452559	0.0496994	-0.0029226	0.1085502	-0.0352211	0.1982228	-0.0808736	0.2073098	-0.0746194	0.2029588	-0.0901907	-0.1540473	0.1098196	-0.1433464	0.0797769	-0.1315835	0.0432849	-0.1245741	-0.007693	-0.1166852	-0.0614285	-0.0996367	-0.110063	-0.1151962	0.1542449	-0.0752808	0.1506542	-0.0354605	0.1400147	0.0018732	0.1218997	0.0363688	0.0982704	0.0690713	0.0704896	0.1005446	0.0403206	0.1318143	0.0094575	0.1627201	-0.0210486	0.1910417	-0.0507163	-0.0582635	-0.1324606	-0.0307975	-0.1275945	-0.0052449	-0.1209338	0.0203879	-0.1153291	0.0460868	-0.110197	0.0721031	-0.1060093	0.0982926	-0.10256	0.124599	-0.099822	0.1505924	-0.0991808	0.1765236	-0.0973159
32	PB13-0050	M	Morpho	telemachus	15.62378	can	23	-0.1523911	0.1507107	-0.1618242	0.1272119	-0.1548739	0.1016621	-0.1433863	0.0634267	-0.1304469	0.0206384	-0.1186245	-0.0338146	-0.1066646	-0.0810205	-0.084429	-0.120241	-0.0936173	0.1479608	0.0523796	0.0634857	0.0377371	0.0676336	0.0100576	0.0671918	-0.0099229	0.0404886	0.0487512	-0.0002807	0.1096422	-0.0366973	0.2072311	-0.0821475	0.2132912	-0.0758706	0.2076585	-0.0923239	-0.1577195	0.1095313	-0.1485035	0.0787435	-0.1367833	0.0428586	-0.123325	-0.0072658	-0.1129873	-0.0596451	-0.0979682	-0.1080759	-0.1154666	0.1557873	-0.0755707	0.1511168	-0.0365347	0.1387089	-0.000326	0.1192644	0.0340996	0.0959826	0.0666377	0.0682648	0.0986218	0.0383996	0.1308629	0.0085318	0.1621352	-0.0215955	0.1914891	-0.0501735	-0.058623	-0.1277683	-0.0319725	-0.123015	-0.0062588	-0.1171354	0.019577	-0.1117039	0.0456074	-0.1073531	0.0718033	-0.1037853	0.0981987	-0.10066	0.1247087	-0.0991679	0.1507372	-0.0990024	0.1769926	-0.0988568
33	PB13-0051	M	Morpho	telemachus	18.21721	can	23	-0.1450646	0.1550229	-0.1584179	0.1331751	-0.1498961	0.101647	-0.1390592	0.0653527	-0.130804	0.0199024	-0.1212107	-0.0399158	-0.1068419	-0.0885825	-0.0763274	-0.1328783	-0.0854491	0.1493693	0.045135	0.0744111	0.0314061	0.0776191	0.0014243	0.0730596	-0.0139061	0.0466336	0.0455722	0.0014154	0.1066601	-0.0348367	0.1956551	-0.0805965	0.2002638	-0.0697244	0.1988079	-0.08965	-0.1523449	0.1099974	-0.1426774	0.0795837	-0.1331638	0.0429962	-0.1220282	-0.0075703	-0.1125901	-0.0600837	-0.0999611	-0.1102806	-0.1156141	0.1594996	-0.0752864	0.1531863	-0.0358262	0.1407242	0.001339	0.122179	0.0360953	0.0988214	0.0691724	0.0716455	0.0998903	0.0408637	0.1311027	0.0097956	0.1619743	-0.0205886	0.1888164	-0.0513791	-0.0579649	-0.1374416	-0.0291826	-0.1337546	-0.003202	-0.127163	0.0220984	-0.1207237	0.0474487	-0.114778	0.0729931	-0.1090433	0.0986582	-0.1034694	0.1247601	-0.0995192	0.1507799	-0.0982208	0.1767655	-0.0967002
34	PB13-0052	M	Morpho	telemachus	18.41575	can	23	-0.1545191	0.1517019	-0.16298	0.1315679	-0.1520017	0.1021754	-0.1375433	0.0645055	-0.1277612	0.022407	-0.1160037	-0.0409332	-0.1035945	-0.0876205	-0.0788915	-0.12396	-0.0985058	0.1494726	0.042823	0.07555	0.0303293	0.0772959	0.0028429	0.0707455	-0.0110717	0.0431178	0.0563134	-0.0068457	0.1062589	-0.0368411	0.1973729	-0.0858798	0.2079274	-0.0761899	0.2002657	-0.0934764	-0.1551098	0.1100028	-0.1426065	0.0802222	-0.1300807	0.0436142	-0.1191064	-0.0072551	-0.1089358	-0.0592979	-0.0975996	-0.1086547	-0.1168876	0.1577957	-0.0766739	0.1518002	-0.0370707	0.1400666	0.0000818	0.1216269	0.0349083	0.0984322	0.0684092	0.0715819	0.1004746	0.0422395	0.131504	0.011375	0.1618032	-0.0197451	0.189549	-0.0499518	-0.0581579	-0.1281202	-0.0312083	-0.1255586	-0.0051553	-0.1209163	0.0206681	-0.1162273	0.0463982	-0.1115273	0.0723956	-0.1078117	0.0985007	-0.1043638	0.1247088	-0.1027185	0.1506571	-0.1023656	0.1772729	-0.1010363
35	PB13-0054	M	Morpho	telemachus	19.44056	can	23	-0.1534017	0.1483598	-0.1607679	0.1298374	-0.1512263	0.1011591	-0.1389568	0.0651208	-0.1287151	0.021207	-0.1197735	-0.0307528	-0.1068056	-0.080125	-0.0834109	-0.1238126	-0.0951911	0.1440773	0.046611	0.0724103	0.0327005	0.074979	0.0059895	0.0716163	-0.0150221	0.042071	0.045321	-0.0026853	0.109792	-0.0367065	0.2013333	-0.0817063	0.2103524	-0.0742717	0.2031657	-0.0920464	-0.1546789	0.1110693	-0.1432784	0.0807338	-0.1316188	0.0441855	-0.1224824	-0.0072026	-0.1099334	-0.0590969	-0.100274	-0.1095868	-0.1159919	0.1533293	-0.0764646	0.1484293	-0.0367837	0.1383826	0.0009241	0.1215377	0.035189	0.0977688	0.0680209	0.0698754	0.100343	0.0401955	0.1326663	0.010213	0.1644849	-0.0194384	0.1934989	-0.0488823	-0.0591469	-0.1311983	-0.0313714	-0.1277898	-0.0055707	-0.1210848	0.0202205	-0.1156553	0.0460915	-0.1108629	0.0722294	-0.1068877	0.0985568	-0.1037366	0.124954	-0.1016055	0.1510204	-0.1013657	0.1774011	-0.100058
36	PB13-0055	M	Morpho	telemachus	16.0074	can	23	-0.1539235	0.1519846	-0.1608395	0.1315785	-0.1501263	0.1015271	-0.1381059	0.0628249	-0.1286198	0.0161545	-0.1220043	-0.0376418	-0.1110389	-0.0851366	-0.0803506	-0.1252897	-0.0891014	0.1474702	0.0504424	0.069409	0.0366109	0.0731122	0.0036208	0.0695087	-0.0140338	0.0425002	0.0592282	-0.0072746	0.1137215	-0.0396355	0.1983504	-0.0813457	0.2063492	-0.0719575	0.1994415	-0.0920585	-0.1536334	0.1100898	-0.1425807	0.0794815	-0.1337064	0.0428356	-0.1236678	-0.0076123	-0.1163512	-0.0606074	-0.1013992	-0.1109312	-0.1161393	0.1582701	-0.0762219	0.1511832	-0.0369551	0.1392306	0.0005052	0.121779	0.035295	0.0987406	0.0688845	0.0721398	0.1010045	0.0430695	0.1319224	0.0122537	0.1626751	-0.0181896	0.1902572	-0.0484614	-0.0582538	-0.1294069	-0.0308609	-0.1274188	-0.0051351	-0.1212617	0.0203161	-0.1155348	0.0459113	-0.1107412	0.0716714	-0.1062403	0.0976166	-0.1020443	0.1238105	-0.0999742	0.1496592	-0.0990635	0.1757548	-0.0973159
37	PB13-0057	F	Morpho	telemachus	17.91512	can	23	-0.1489921	0.1498531	-0.1597876	0.1292575	-0.151657	0.1014504	-0.1414067	0.0643704	-0.1316178	0.0168964	-0.1247531	-0.0369079	-0.111902	-0.083006	-0.0807826	-0.1235929	-0.0921901	0.1448577	0.056652	0.067931	0.0438183	0.0716835	0.008014	0.0708211	-0.013184	0.0423822	0.046673	-0.0040702	0.103008	-0.0366172	0.1991685	-0.0806547	0.2097902	-0.0714995	0.2036133	-0.0901285	-0.1544965	0.1098339	-0.14502	0.0790912	-0.1352122	0.0430402	-0.1249628	-0.0073365	-0.1177965	-0.0607831	-0.0998128	-0.1093134	-0.1150433	0.1527079	-0.0755358	0.149131	-0.0364103	0.1378257	0.0009882	0.1203029	0.0374744	0.0998039	0.0712633	0.0734874	0.1025039	0.0432666	0.1333106	0.0122003	0.1632097	-0.0192899	0.1920431	-0.0484633	-0.0585747	-0.1285333	-0.0314267	-0.1262327	-0.0053489	-0.1217576	0.0203552	-0.1168242	0.0458941	-0.1116662	0.0715517	-0.1064773	0.0975347	-0.102294	0.1237215	-0.099364	0.1496782	-0.0983026	0.1756476	-0.0970792
38	PB13-0062	F	Morpho	telemachus	18.96743	can	23	-0.1470158	0.1566631	-0.1581649	0.1379614	-0.1517383	0.1012525	-0.1423248	0.0615438	-0.1328099	0.019606	-0.1220064	-0.0350295	-0.1079658	-0.0866602	-0.0776861	-0.1249954	-0.0833562	0.144104	0.0481313	0.0714377	0.0320028	0.0745379	0.0032187	0.06815	-0.0159534	0.0422059	0.0380028	-0.001256	0.1054874	-0.0378053	0.1970942	-0.0789293	0.2086214	-0.0703646	0.2015493	-0.0896354	-0.1530602	0.1087842	-0.1460274	0.0782247	-0.1362143	0.0423395	-0.1240574	-0.0079288	-0.1143866	-0.0604711	-0.0981927	-0.109399	-0.1144	0.1582027	-0.0753015	0.1494454	-0.0363175	0.1373284	0.0007604	0.1194454	0.0365087	0.0979245	0.0704066	0.0719261	0.1021476	0.0423101	0.1334303	0.0117286	0.1635974	-0.0193892	0.1911391	-0.0498272	-0.0572789	-0.1294017	-0.0299626	-0.1275932	-0.0037227	-0.1235947	0.0220136	-0.1184981	0.0476659	-0.1136283	0.0732283	-0.1079674	0.0991204	-0.1033456	0.125331	-0.1009992	0.1512278	-0.1003216	0.1772583	-0.0980812
39	PB13-0063	F	Morpho	telemachus	17.28126	can	23	-0.1508637	0.151728	-0.1622211	0.131095	-0.1519336	0.103171	-0.1407859	0.0652962	-0.1299125	0.019956	-0.1208246	-0.0310043	-0.1058445	-0.0776446	-0.0827837	-0.1222015	-0.094062	0.1445407	0.0498834	0.0683013	0.0351681	0.0716194	0.0020398	0.0700286	-0.0128546	0.0442325	0.037862	0.0011111	0.1021443	-0.0351541	0.2042277	-0.0822587	0.211013	-0.0744474	0.2065455	-0.092724	-0.1545148	0.1106643	-0.1449562	0.0793083	-0.134763	0.0430822	-0.1227608	-0.0073773	-0.1117075	-0.0595068	-0.0981945	-0.1085379	-0.1149909	0.1536986	-0.0760167	0.1470732	-0.03776	0.1341066	-0.0006272	0.1165017	0.0356416	0.096152	0.0698585	0.0705485	0.1030486	0.0424929	0.1345476	0.012099	0.1653324	-0.0185645	0.1921765	-0.0498831	-0.0581634	-0.1293074	-0.030825	-0.1265741	-0.0047596	-0.121649	0.020986	-0.1164931	0.0466431	-0.111319	0.0725918	-0.1068251	0.0988119	-0.1035989	0.1250984	-0.1011125	0.1511072	-0.1009251	0.1773985	-0.099699
40	PB13-0066	M	Morpho	telemachus	20.39668	can	23	-0.1592072	0.1485125	-0.1684743	0.1270494	-0.1541554	0.0927159	-0.1399678	0.0563879	-0.1308898	0.0121658	-0.1222371	-0.0340827	-0.1132097	-0.0773441	-0.0890064	-0.1100472	-0.0910388	0.142728	0.0576171	0.0672588	0.0415677	0.0722648	0.0119379	0.069506	-0.0113685	0.0405244	0.0585178	-0.0075617	0.1170012	-0.0422685	0.2025193	-0.0825393	0.2130863	-0.0746583	0.2022374	-0.0932087	-0.1613579	0.1085687	-0.1468451	0.0793739	-0.1351185	0.0430857	-0.1227608	-0.0073889	-0.1161656	-0.0605657	-0.0991368	-0.1088394	-0.116254	0.1522009	-0.0770205	0.1462778	-0.03732	0.1368981	0.0011467	0.1218059	0.0370357	0.1000917	0.0706267	0.0730377	0.1029119	0.0436053	0.1338575	0.0124791	0.1638017	-0.0192145	0.1923718	-0.0489574	-0.0584666	-0.1148829	-0.0329143	-0.1136428	-0.006823	-0.1122004	0.0191999	-0.1103403	0.0452236	-0.108517	0.0713688	-0.1069286	0.0976327	-0.1050801	0.1239057	-0.1039557	0.1498844	-0.1031472	0.1762864	-0.101167
41	PB13-0069	M	Morpho	telemachus	18.69753	can	23	-0.1611392	0.1446627	-0.1675807	0.1238615	-0.1535163	0.0928727	-0.1378445	0.0582346	-0.1267095	0.0192717	-0.1174861	-0.0316039	-0.1084761	-0.0750066	-0.086716	-0.1121975	-0.090258	0.1431165	0.044295	0.0741609	0.0290906	0.0774468	0.0065785	0.0727497	-0.0138074	0.0440847	0.0553421	-0.0058007	0.1206028	-0.0446897	0.1984225	-0.0857425	0.2127204	-0.0791745	0.2028162	-0.0956449	-0.1620839	0.1085333	-0.1466311	0.0799007	-0.1322963	0.0440151	-0.1202379	-0.006922	-0.1102267	-0.0594032	-0.0978567	-0.1080713	-0.1161462	0.1541296	-0.0767953	0.1474134	-0.0369768	0.1379828	0.0012087	0.1219671	0.0365681	0.0992969	0.0706991	0.0727892	0.1034583	0.0438318	0.134845	0.0130683	0.165071	-0.0184094	0.1933609	-0.0488204	-0.058498	-0.1200102	-0.0330654	-0.1174527	-0.0068961	-0.1143532	0.0193763	-0.1119066	0.0454441	-0.109948	0.0716205	-0.1074504	0.0979567	-0.1062325	0.1242473	-0.105261	0.1502699	-0.1048476	0.1772504	-0.1044409
42	PB13-0070	M	Morpho	telemachus	19.92923	can	23	-0.1634787	0.1470039	-0.1714417	0.1267247	-0.1566922	0.0944728	-0.1367283	0.0607477	-0.1264589	0.018682	-0.1194346	-0.0285349	-0.1114501	-0.0728765	-0.0833792	-0.1115417	-0.0935253	0.1417947	0.0535089	0.0685531	0.0356823	0.0727097	0.0098996	0.0682054	-0.0102679	0.0441129	0.0539053	-0.0045962	0.1165529	-0.043378	0.2012056	-0.084651	0.2109981	-0.0770539	0.2011018	-0.0955129	-0.1643308	0.1078501	-0.146638	0.0808821	-0.1299857	0.0447195	-0.1183774	-0.0064633	-0.1138002	-0.0599464	-0.0971197	-0.107383	-0.1164153	0.1518279	-0.0774127	0.1453193	-0.0378735	0.1356709	0.0005479	0.1208644	0.0367897	0.0999498	0.0708673	0.0735359	0.1032789	0.0441637	0.1345221	0.0132411	0.1642302	-0.0187348	0.1917652	-0.0496352	-0.0582366	-0.1212902	-0.0326921	-0.1190927	-0.0065386	-0.115996	0.0195954	-0.1129816	0.0456263	-0.1099765	0.0718077	-0.1069358	0.0981601	-0.1047989	0.1244977	-0.1041767	0.1505263	-0.1031586	0.1772082	-0.1023166
43	PB13-0074	F	Morpho	telemachus	18.12446	can	23	-0.159322	0.1466528	-0.166872	0.1283854	-0.1538654	0.0964591	-0.1380161	0.0587327	-0.1304544	0.0181915	-0.1226296	-0.0303684	-0.1146211	-0.0753092	-0.0874801	-0.1149147	-0.0910573	0.1409937	0.0530082	0.0675215	0.0355592	0.0729012	0.0040681	0.0690607	-0.0150892	0.0451584	0.0462032	-0.0058552	0.1120342	-0.0417193	0.2049845	-0.0847603	0.2161943	-0.0752821	0.2059876	-0.0943655	-0.1591979	0.1096008	-0.1446828	0.0805311	-0.1322663	0.043934	-0.1193631	-0.0065427	-0.1137171	-0.059866	-0.1003757	-0.1099514	-0.1149669	0.1511222	-0.0760487	0.1458125	-0.0369327	0.135349	0.0006979	0.1190105	0.0364572	0.0975336	0.0706901	0.0716472	0.1029154	0.0422984	0.1342937	0.0115704	0.1646774	-0.0197601	0.1944336	-0.0482715	-0.0579993	-0.1185467	-0.0319355	-0.1173731	-0.005854	-0.115047	0.0201211	-0.1123157	0.0459879	-0.1085717	0.0722113	-0.1049465	0.0986841	-0.103061	0.1250442	-0.1022934	0.151041	-0.1024436	0.1774528	-0.1009014
44	PB13-0076	M	Morpho	telemachus	19.66025	can	23	-0.1654457	0.151356	-0.1710894	0.1309817	-0.1556961	0.0953303	-0.1371421	0.0580408	-0.1258875	0.0167417	-0.118881	-0.0331148	-0.1081409	-0.079771	-0.0788873	-0.1215083	-0.0883766	0.1440103	0.0524915	0.0705978	0.0352482	0.0748428	0.0114835	0.0696681	-0.0066053	0.042673	0.0531533	-0.0055351	0.1146191	-0.0439923	0.1949124	-0.0846388	0.2056191	-0.0769553	0.1959965	-0.0952904	-0.1621568	0.1075844	-0.1459965	0.0796544	-0.1305209	0.0438565	-0.1180729	-0.0070769	-0.1099865	-0.059499	-0.0990564	-0.1092637	-0.1165412	0.1557759	-0.0769881	0.1486269	-0.0369516	0.1393302	0.001733	0.1238256	0.0380979	0.1023029	0.0718272	0.0752172	0.1033629	0.0449958	0.1338361	0.0134845	0.1628122	-0.0189087	0.1889725	-0.0506501	-0.0586304	-0.1257284	-0.0322463	-0.1224017	-0.0062454	-0.1176833	0.0197256	-0.1137483	0.045539	-0.1095827	0.0715732	-0.1059148	0.097823	-0.1027912	0.1241532	-0.1021055	0.1500929	-0.1023847	0.1764724	-0.1003518
