ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58
299	PB13-0403	M	Morpho	lympharis	8.94158	under	14	0.1366538	0.0163117	0.1701303	-0.0469986	0.1628578	-0.1129461	0.1184584	-0.1580618	0.0821874	-0.1894222	0.0346984	-0.2437764	-0.0523212	-0.2658029	-0.1978084	0.163254	-0.1769805	0.1526789	-0.2069901	0.1326376	-0.0775651	0.0948252	-0.0631589	0.0804162	-0.1293153	0.0317565	-0.0731627	-0.0107896	0.1741569	-0.0520756	0.1474674	-0.1332857	0.0970459	-0.1768732	0.0381957	-0.2231849	-0.0216545	-0.2507551	0.1151494	0.0400637	0.0910035	0.0632899	0.064898	0.0849649	0.0362424	0.1040767	0.0049717	0.1205074	-0.0271235	0.1361484	-0.0603609	0.14882	-0.0942561	0.158452	-0.1287628	0.1656145	-0.1646569	0.1701546
300	PB13-0405	F	Morpho	lympharis	8.4669	under	14	0.1433154	0.0273193	0.1877643	-0.0338868	0.1680435	-0.0977193	0.1260866	-0.1490235	0.085475	-0.1966482	0.0239397	-0.25153	-0.0626228	-0.2824277	-0.1964872	0.1729446	-0.1762515	0.1607458	-0.2082403	0.1409377	-0.0739077	0.0851681	-0.0582411	0.067539	-0.1287181	0.0250613	-0.070843	-0.0260489	0.1757106	-0.0546132	0.1368628	-0.1204749	0.0914763	-0.1695016	0.0290857	-0.210229	-0.0239609	-0.2454862	0.1225843	0.042345	0.0927433	0.0589014	0.0613832	0.0766387	0.0304163	0.0948645	0.0006894	0.1133147	-0.0302731	0.1292264	-0.0622002	0.1434468	-0.0940646	0.1565737	-0.1271018	0.1675095	-0.1626642	0.1750528
301	PB13-0406	M	Morpho	lympharis	8.13982	under	14	0.1424473	0.0157747	0.1865289	-0.0510085	0.170572	-0.1077759	0.1252435	-0.1570325	0.0755225	-0.1897553	0.0209251	-0.230218	-0.0450498	-0.266827	-0.2016888	0.1716911	-0.1802356	0.1556696	-0.2144467	0.1322432	-0.0686965	0.0842374	-0.0576152	0.07403	-0.1354684	0.0325735	-0.0722121	-0.0172977	0.1876966	-0.0569393	0.1481888	-0.1316291	0.0947724	-0.1736711	0.0334968	-0.2129394	-0.0262019	-0.2475759	0.1147241	0.0392422	0.089012	0.0618527	0.0619357	0.082414	0.0328154	0.1008672	0.0016551	0.117146	-0.0304867	0.1322489	-0.0632003	0.1453667	-0.0958979	0.1571994	-0.1294789	0.1665358	-0.1648579	0.173577
302	PB13-0407	M	Morpho	lympharis	8.5418	under	14	0.1442989	0.0170733	0.1843547	-0.0511989	0.1718993	-0.1136348	0.1262874	-0.1583227	0.0786932	-0.1862521	0.0202082	-0.2249092	-0.0489861	-0.2701448	-0.2048455	0.1624226	-0.1796961	0.1516675	-0.2106873	0.128304	-0.0729793	0.0877465	-0.0599325	0.0735696	-0.1376211	0.0331672	-0.0756525	-0.0171354	0.1831122	-0.0549909	0.1499334	-0.1359966	0.0941572	-0.1734315	0.0306061	-0.2081287	-0.0283678	-0.2481318	0.1192011	0.0419188	0.0923292	0.0624572	0.0635527	0.0826714	0.0345588	0.1022882	0.0044579	0.1201784	-0.028032	0.1348371	-0.0610382	0.1481587	-0.0946858	0.159027	-0.1294958	0.1662513	-0.1656304	0.1705385
303	PB13-0408	M	Morpho	lympharis	8.96987	under	14	0.1351133	0.0297869	0.1742423	-0.040794	0.1652967	-0.1100244	0.1249128	-0.1579825	0.0834649	-0.1917878	0.0187737	-0.2381113	-0.0599753	-0.2710124	-0.1978804	0.1650854	-0.1775968	0.1529523	-0.2067633	0.1337532	-0.0648869	0.0841173	-0.0547271	0.0720067	-0.1371822	0.0306821	-0.0720043	-0.0281171	0.1775291	-0.0520394	0.1486184	-0.1313938	0.0982316	-0.1783793	0.0361219	-0.2172995	-0.0255857	-0.245927	0.1196957	0.0423449	0.0918327	0.0628197	0.0627177	0.0827802	0.0337818	0.1024707	0.0038626	0.1206307	-0.0279368	0.1364004	-0.0608264	0.1497626	-0.0945759	0.1599688	-0.1292094	0.1670322	-0.1650448	0.1702745
304	PB13-0409	M	Morpho	lympharis	8.71863	under	14	0.1326564	0.031548	0.1778022	-0.0345059	0.1711683	-0.1041714	0.1247407	-0.1612931	0.0787912	-0.2002169	0.0146304	-0.2370667	-0.0634736	-0.2676329	-0.1947884	0.1660988	-0.1730673	0.1541975	-0.2055366	0.1292293	-0.0683947	0.0857962	-0.0536533	0.0687927	-0.1353228	0.0297833	-0.0705603	-0.0281215	0.1782494	-0.0513012	0.1522537	-0.134295	0.0979518	-0.1786569	0.0363156	-0.2167987	-0.0262223	-0.2455352	0.1190672	0.0430115	0.0912245	0.0635666	0.0624318	0.0838788	0.0336094	0.1034475	0.0031819	0.1209251	-0.0291423	0.1358611	-0.0621913	0.1487506	-0.095798	0.1590109	-0.1302464	0.1658175	-0.1656774	0.1698801
305	PB13-0410	M	Morpho	lympharis	8.74255	under	14	0.1380441	0.0272732	0.1837871	-0.039581	0.1723949	-0.1066241	0.1200563	-0.1577625	0.0723236	-0.1949772	0.0190152	-0.2359736	-0.046729	-0.272028	-0.1999177	0.166433	-0.179055	0.153644	-0.2077058	0.1321732	-0.0707988	0.0853277	-0.0567537	0.0702163	-0.1386295	0.0357711	-0.0741031	-0.0217145	0.1834498	-0.0545706	0.1451544	-0.13173	0.0918699	-0.1708779	0.0310531	-0.2119043	-0.0245433	-0.2522177	0.1213212	0.0433232	0.093679	0.0630012	0.0643226	0.0821687	0.0341912	0.1001368	0.0032141	0.117146	-0.0283469	0.1331399	-0.0609526	0.146475	-0.0941506	0.1574575	-0.1283046	0.1656514	-0.1638857	0.1706234
306	PB13-0411	M	Morpho	lympharis	8.33263	under	14	0.1362736	0.0292515	0.1864804	-0.0423958	0.177048	-0.1075854	0.1248607	-0.157155	0.0727076	-0.193503	0.0120474	-0.2261084	-0.0545308	-0.2743588	-0.2038232	0.1681543	-0.1840749	0.1543378	-0.2123452	0.132379	-0.0621109	0.08044	-0.0522649	0.0689295	-0.1382124	0.0311836	-0.0705688	-0.0290754	0.1908428	-0.0545486	0.1472594	-0.1341051	0.0918245	-0.17034	0.0323025	-0.2071376	-0.0300287	-0.2472804	0.121001	0.0432743	0.0932786	0.0632146	0.0639294	0.0825341	0.0337448	0.1006429	0.0030943	0.1181267	-0.028584	0.1338009	-0.0616482	0.1462365	-0.09518	0.1561805	-0.1290445	0.1647521	-0.1642784	0.1701549
307	PB13-0412	M	Morpho	lympharis	8.76675	under	14	0.1329892	0.024313	0.1736841	-0.0331211	0.168946	-0.0950125	0.1278106	-0.1560626	0.0763978	-0.1985189	0.0163076	-0.2375286	-0.0497494	-0.278117	-0.1972042	0.1720969	-0.1739566	0.1595118	-0.2042813	0.1405197	-0.0676216	0.0850177	-0.0570177	0.0736742	-0.1368115	0.0347593	-0.0713996	-0.0238014	0.17819	-0.0512237	0.1507142	-0.1294735	0.0983151	-0.178227	0.0363492	-0.2165461	-0.024253	-0.2530965	0.1175351	0.0403037	0.0913587	0.0604178	0.0622599	0.078899	0.0317993	0.0960389	0.0001827	0.1122667	-0.03142	0.1284529	-0.0631486	0.143129	-0.0945734	0.1570664	-0.1275738	0.1686651	-0.1638289	0.1755971
308	PB13-0413	M	Morpho	lympharis	8.36373	under	14	0.1505309	0.0170433	0.1836264	-0.0337848	0.1743383	-0.1074426	0.1279621	-0.159965	0.0780654	-0.1907141	0.0181181	-0.2269093	-0.055393	-0.2709383	-0.2010442	0.1692142	-0.1806543	0.1572737	-0.2105623	0.1355573	-0.0742055	0.0839648	-0.0663893	0.0739102	-0.1365183	0.0294986	-0.071265	-0.0257987	0.1827798	-0.053404	0.1498213	-0.1331374	0.0937066	-0.1725657	0.031758	-0.2081298	-0.0284904	-0.2464992	0.1206456	0.0404943	0.092105	0.0600648	0.0627668	0.079784	0.0330965	0.0984778	0.0027754	0.1160766	-0.0288264	0.1316984	-0.0615936	0.1447169	-0.094739	0.1558026	-0.1287174	0.1638571	-0.1636977	0.1718544
309	PB13-0414	M	Morpho	lympharis	8.8895	under	14	0.1419516	0.010278	0.1813539	-0.0518097	0.1687116	-0.1110424	0.122033	-0.1535547	0.0761295	-0.1862857	0.0252065	-0.2287672	-0.0383071	-0.2679066	-0.2071302	0.1671686	-0.1836738	0.1548374	-0.2156078	0.1327914	-0.0748699	0.0881113	-0.0608912	0.074152	-0.141813	0.0309537	-0.0732253	-0.0240108	0.1848039	-0.0565452	0.1456249	-0.132825	0.0915573	-0.1693476	0.0312199	-0.2128403	-0.0260907	-0.2500886	0.1173462	0.040708	0.0932098	0.0627181	0.0659543	0.0828466	0.0365236	0.1013702	0.0060712	0.1190187	-0.0258603	0.1345188	-0.0588076	0.14763	-0.0922138	0.1586953	-0.126638	0.1666453	-0.1625683	0.1725805
310	PB13-0415	M	Morpho	lympharis	8.58741	under	14	0.1248312	0.0392166	0.1822251	-0.0433823	0.1726179	-0.1097209	0.1204534	-0.162157	0.0745876	-0.197266	0.0154686	-0.2377933	-0.0556618	-0.2774322	-0.1982049	0.1618358	-0.1764266	0.1490258	-0.2083773	0.1278892	-0.0623579	0.0834507	-0.0495358	0.067378	-0.1366191	0.0349257	-0.0713328	-0.0222384	0.1828345	-0.0534415	0.1470966	-0.1337156	0.0924446	-0.1723006	0.0322056	-0.2123468	-0.0285788	-0.2460283	0.1205298	0.0450867	0.0939688	0.0667329	0.0659284	0.0875641	0.0363319	0.1062293	0.0050388	0.1228616	-0.0278447	0.1369961	-0.061327	0.1490825	-0.0953306	0.1581001	-0.1298429	0.1639425	-0.1651225	0.1675054
311	PB13-0416	F	Morpho	lympharis	8.15772	under	14	0.1337567	0.0296136	0.1756625	-0.0245619	0.168273	-0.0986531	0.1428987	-0.1445021	0.0930585	-0.1974099	0.0131225	-0.2576785	-0.0889313	-0.2851444	-0.1924961	0.1682115	-0.1759836	0.1554516	-0.2075468	0.1311642	-0.0705742	0.0860661	-0.0547665	0.0699664	-0.1288006	0.0322695	-0.0633693	-0.024661	0.170625	-0.0502119	0.1487728	-0.1247949	0.0953621	-0.1724834	0.0329909	-0.2117468	-0.0227603	-0.2440535	0.1196143	0.0393397	0.090495	0.0584119	0.0604706	0.0776062	0.0311871	0.0970613	0.0017651	0.1153363	-0.0291214	0.1316807	-0.0607663	0.1463206	-0.0931026	0.1587735	-0.1271501	0.1670477	-0.1626858	0.1715806
312	PB13-0417	F	Morpho	lympharis	8.56286	under	14	0.1245738	0.0260201	0.1789074	-0.0352252	0.1719729	-0.094345	0.1294525	-0.150456	0.0803705	-0.2010743	0.0129292	-0.2492751	-0.0627079	-0.2845705	-0.1978117	0.1715796	-0.1785052	0.1593767	-0.208853	0.1378702	-0.0582597	0.0846082	-0.0463628	0.069672	-0.1213401	0.0257363	-0.0586837	-0.0306287	0.1783211	-0.0507076	0.1439923	-0.1252014	0.0939102	-0.1717438	0.0366716	-0.2174166	-0.0255674	-0.2473929	0.1126233	0.0370827	0.0862032	0.059122	0.0593739	0.0806733	0.030881	0.1001459	0.0011527	0.1186874	-0.0296573	0.135659	-0.0625416	0.1486313	-0.0958042	0.1595824	-0.1296583	0.1687539	-0.1655825	0.1748363
313	PB13-0418	M	Morpho	absoloni	9.85327	under	16	0.1511246	0.0361563	0.1685176	-0.0189143	0.1409343	-0.0758082	0.1145513	-0.1432131	0.0739932	-0.2058546	0.0151888	-0.2758709	-0.0639897	-0.2916698	-0.1821093	0.1630586	-0.1606798	0.1454249	-0.1975406	0.1252392	-0.078969	0.0845774	-0.065733	0.0683024	-0.1335195	0.0295302	-0.0703717	-0.0284636	0.1502828	-0.0479456	0.1187245	-0.1127645	0.0883627	-0.1697874	0.0431196	-0.2276179	-0.0174034	-0.2745888	0.1318257	0.0530717	0.1030249	0.0724952	0.0728811	0.0906574	0.0415812	0.1067693	0.0093084	0.121523	-0.0234406	0.1356044	-0.0564826	0.1480297	-0.0900116	0.1575441	-0.1238855	0.1648705	-0.1592843	0.1696443
314	PB13-0420	M	Morpho	absoloni	9.26878	under	16	0.1635933	0.0272631	0.1694661	-0.021726	0.144035	-0.072912	0.1090608	-0.1361976	0.0657266	-0.1979949	0.0059556	-0.2678946	-0.0694854	-0.2957577	-0.1857903	0.1590155	-0.1656714	0.1417893	-0.2003712	0.1195588	-0.0732963	0.0794907	-0.0603239	0.0617044	-0.1382163	0.0206582	-0.075708	-0.0391479	0.1544722	-0.0500027	0.1195062	-0.1118346	0.0813979	-0.1652065	0.0405198	-0.2261295	-0.015177	-0.2745199	0.1366748	0.0568038	0.1088938	0.07959	0.0776187	0.0976921	0.0453997	0.1132296	0.012244	0.1268928	-0.0217779	0.1385691	-0.0557907	0.1490166	-0.0896177	0.1582033	-0.1241373	0.1642203	-0.1592009	0.1656262
315	PB13-0421	M	Morpho	absoloni	9.87049	under	16	0.1632874	0.0301097	0.1715325	-0.0233025	0.1485464	-0.0817579	0.1129172	-0.1426326	0.0692998	-0.2030722	0.0074605	-0.2608876	-0.07507	-0.2768526	-0.1885103	0.1574666	-0.168206	0.1398771	-0.2021532	0.1180517	-0.0791827	0.0806537	-0.0676016	0.0656779	-0.140067	0.0195671	-0.0788656	-0.0381643	0.1568298	-0.0523857	0.123497	-0.114642	0.0865643	-0.1694623	0.0394464	-0.22548	-0.0197254	-0.2665735	0.1397692	0.0588415	0.111567	0.08279	0.0790812	0.1000338	0.0461923	0.1141844	0.012582	0.126276	-0.0214976	0.1373869	-0.0558846	0.1459752	-0.0898112	0.1538174	-0.1238112	0.1599084	-0.1581863	0.1645955
316	PB13-0422	M	Morpho	absoloni	9.92674	under	16	0.1636032	0.0336285	0.1750688	-0.0115516	0.1498864	-0.0650111	0.1154848	-0.1329556	0.0706945	-0.1986629	0.0047369	-0.2758085	-0.0756008	-0.2971384	-0.1804605	0.1634223	-0.1583265	0.1435475	-0.1939539	0.1268903	-0.0889113	0.0860241	-0.0725183	0.0656013	-0.1419552	0.0232222	-0.0836031	-0.0343947	0.1544345	-0.0500765	0.1178005	-0.1111986	0.08336	-0.1661314	0.0393673	-0.2241371	-0.0153568	-0.2754982	0.1388543	0.0574723	0.1088135	0.0766586	0.0768664	0.0918714	0.044455	0.1056353	0.0114916	0.11864	-0.02207	0.1306678	-0.0554817	0.1419057	-0.0886803	0.1515047	-0.1220744	0.1594891	-0.155925	0.1663836
317	PB13-0423	M	Morpho	absoloni	9.90935	under	16	0.1601019	0.032371	0.1672262	-0.0213157	0.1480728	-0.0770794	0.1158063	-0.1401693	0.0736787	-0.2058558	0.0075618	-0.2683386	-0.0747764	-0.2816464	-0.188808	0.1598082	-0.1672258	0.1416249	-0.2015607	0.1198562	-0.0815883	0.086476	-0.063984	0.0675247	-0.1370533	0.0271645	-0.0749611	-0.0262853	0.1552516	-0.0518028	0.1221587	-0.1141344	0.0880661	-0.1704715	0.0414608	-0.2271617	-0.0194442	-0.2683259	0.1391009	0.0589265	0.108731	0.0793741	0.0767941	0.0952514	0.04435	0.1092898	0.0113585	0.1223947	-0.0225072	0.1334273	-0.0564765	0.143077	-0.090045	0.1518997	-0.1235574	0.1595511	-0.1577317	0.1645697
318	PB13-0424	F	Morpho	absoloni	10.61186	under	16	0.1626714	0.0342322	0.1727339	-0.0176426	0.1541042	-0.0845817	0.1191865	-0.1529945	0.07902	-0.2181325	0.007866	-0.2594543	-0.0801142	-0.2554742	-0.1940613	0.1560909	-0.1731728	0.1423146	-0.2001299	0.1226321	-0.0912185	0.0927373	-0.0686479	0.0708203	-0.1335978	0.036838	-0.0660891	-0.026579	0.1631669	-0.0545447	0.1282588	-0.1179277	0.0966213	-0.1768403	0.0415542	-0.2297966	-0.0213958	-0.2543374	0.1356783	0.0575091	0.1049776	0.0748998	0.0735039	0.0908765	0.0411864	0.105142	0.0085316	0.1191444	-0.0248986	0.1313718	-0.0585503	0.1420093	-0.0919084	0.1512759	-0.1256399	0.1578601	-0.1596365	0.1625512
319	PB13-0425	F	Morpho	absoloni	12.25359	under	16	0.1570823	0.0208188	0.1731264	-0.0355919	0.1591894	-0.0888295	0.1294384	-0.1538102	0.0781769	-0.2162294	0.0026691	-0.2537872	-0.0749495	-0.24908	-0.1972956	0.1544723	-0.1780307	0.1395663	-0.2097823	0.120783	-0.0863399	0.0904588	-0.073762	0.0779016	-0.1329174	0.0358202	-0.0686147	-0.0138075	0.1644356	-0.0540696	0.1347899	-0.1202032	0.098179	-0.1784225	0.0407887	-0.2266253	-0.0197497	-0.2472438	0.1321742	0.0531012	0.1060156	0.076592	0.0758494	0.096222	0.0428374	0.1097722	0.0093926	0.1219784	-0.0246055	0.1329657	-0.0587592	0.1420576	-0.0925602	0.1498209	-0.1264974	0.1553333	-0.1602807	0.1600358
320	PB13-0426	M	Morpho	zephyritis	7.9069	under	14	0.1733804	0.0142997	0.177467	-0.0351832	0.1500449	-0.0858928	0.1113432	-0.1333386	0.0724526	-0.1844696	0.0122987	-0.2410185	-0.0513384	-0.2999214	-0.199137	0.1652751	-0.1750141	0.1479527	-0.2125754	0.1251747	-0.084791	0.0846076	-0.0729418	0.0711211	-0.139983	0.0166054	-0.0831048	-0.0331548	0.1697552	-0.058401	0.1243251	-0.1128374	0.0839585	-0.1664626	0.0315146	-0.2157495	-0.0183841	-0.26263	0.1346367	0.0509997	0.1053842	0.0699329	0.0751078	0.0878475	0.0437188	0.1038578	0.0116362	0.1190943	-0.0210831	0.1332675	-0.0540839	0.1458243	-0.0872176	0.156476	-0.120868	0.1653246	-0.1565015	0.1713987
321	PB13-0427	M	Morpho	zephyritis	7.91914	under	14	0.1741707	0.0178446	0.1848766	-0.0312974	0.1598948	-0.0870666	0.1157458	-0.1382057	0.0712369	-0.1847084	0.0036246	-0.2418371	-0.0658152	-0.2965693	-0.1973545	0.1588126	-0.177774	0.1394133	-0.2123542	0.1216329	-0.0816527	0.0848412	-0.0707263	0.0721223	-0.1409295	0.0194073	-0.0811825	-0.0291164	0.1722387	-0.0583967	0.1304826	-0.1176811	0.0854945	-0.1659684	0.0295613	-0.2121685	-0.0256997	-0.2538483	0.1353449	0.0533076	0.1058854	0.0723796	0.0755503	0.0907127	0.0446261	0.1079769	0.0120125	0.1222973	-0.0213454	0.1352283	-0.0554929	0.1447	-0.0893455	0.1530365	-0.1233322	0.1594886	-0.1577412	0.1636621
322	PB13-0428	M	Morpho	zephyritis	7.81381	under	14	0.1680099	0.0117159	0.1760415	-0.0186319	0.1505431	-0.0804484	0.113809	-0.1352132	0.0702945	-0.1861269	0.0121723	-0.2465513	-0.0625996	-0.3024075	-0.1928222	0.1649809	-0.1733293	0.146266	-0.2103501	0.1245308	-0.0860608	0.0866502	-0.0765616	0.0742697	-0.1373266	0.0125226	-0.081664	-0.0340102	0.1619404	-0.0543388	0.1272235	-0.1159785	0.0869296	-0.1680917	0.0349703	-0.2201786	-0.0182598	-0.2626332	0.1331312	0.0489863	0.1056968	0.0699931	0.0757656	0.0883577	0.045221	0.105931	0.0133181	0.1212329	-0.0201892	0.1335431	-0.0533383	0.1458519	-0.0868527	0.1552025	-0.1203421	0.1635255	-0.1553704	0.17105
323	PB13-0429	M	Morpho	zephyritis	8.05489	under	14	0.1742252	0.0123685	0.1838746	-0.0334757	0.1535426	-0.0878833	0.1191047	-0.1321292	0.0751568	-0.1838063	0.0076028	-0.2390811	-0.0669783	-0.2917083	-0.1987633	0.1626106	-0.1739241	0.144261	-0.2141633	0.1252455	-0.0773552	0.0795403	-0.0708313	0.0689457	-0.1405729	0.0185555	-0.0883753	-0.0248067	0.1714922	-0.0589416	0.1284622	-0.116023	0.0884226	-0.1692576	0.0339903	-0.2170339	-0.0225421	-0.2573941	0.1343906	0.0525669	0.1053126	0.0721739	0.0751239	0.0905807	0.0434715	0.1062618	0.0106569	0.119896	-0.0229186	0.1322905	-0.0565031	0.1435843	-0.0899277	0.1533175	-0.1236079	0.1613799	-0.1583664	0.1679622
324	PB13-0430	M	Morpho	zephyritis	7.63482	under	14	0.1665993	0.0195632	0.1794597	-0.0241306	0.1579095	-0.0842958	0.1145475	-0.1418498	0.0653231	-0.1882284	0.0053616	-0.2413569	-0.0640332	-0.2978059	-0.1984725	0.1611216	-0.1790889	0.1423617	-0.2109508	0.123778	-0.0809094	0.0829487	-0.072044	0.0726102	-0.136689	0.015595	-0.0809148	-0.0326966	0.1685874	-0.0564412	0.1320129	-0.1191261	0.0872886	-0.1669845	0.0317293	-0.2147448	-0.0220275	-0.2573193	0.1353061	0.0529223	0.1067019	0.0730986	0.0761507	0.0906756	0.0449353	0.107046	0.0125183	0.1213034	-0.0207615	0.1341195	-0.0537518	0.1465661	-0.0873586	0.1554886	-0.1215039	0.1608377	-0.1559254	0.1649435
325	PB13-0431	M	Morpho	zephyritis	7.95947	under	14	0.1676578	0.0217873	0.178348	-0.0278899	0.1571665	-0.0877298	0.1183531	-0.1384619	0.0746355	-0.1867907	0.0056725	-0.2458579	-0.0728868	-0.2969774	-0.1938246	0.1575701	-0.168663	0.1411465	-0.2054878	0.1186728	-0.084428	0.0860258	-0.0721605	0.0717624	-0.1388387	0.019373	-0.0816159	-0.0290159	0.1710168	-0.0565517	0.1312105	-0.1182062	0.0890555	-0.1693944	0.0324524	-0.2154371	-0.022439	-0.256579	0.1325479	0.0520392	0.1039626	0.0718747	0.0739473	0.0904073	0.0430916	0.1075467	0.0110157	0.1227472	-0.0222843	0.1356585	-0.0558797	0.1468355	-0.0894502	0.1562223	-0.1235432	0.1627675	-0.1586319	0.1664551
326	PB13-0432	M	Morpho	zephyritis	7.66005	under	14	0.1722804	0.0225163	0.1834405	-0.02456	0.1615102	-0.0850161	0.1154573	-0.1448683	0.0609097	-0.1912634	0.0034402	-0.23836	-0.0728478	-0.2887176	-0.1982906	0.1574038	-0.1747364	0.1404148	-0.2162564	0.1201609	-0.081091	0.0824819	-0.0680845	0.0668097	-0.135596	0.0095799	-0.0777784	-0.0354314	0.1724828	-0.0580461	0.1326587	-0.120278	0.0876168	-0.1679347	0.0291431	-0.212463	-0.0262613	-0.2529358	0.1376588	0.0564139	0.1085478	0.0771858	0.0772713	0.0946215	0.0450591	0.109787	0.0124695	0.1245364	-0.021515	0.1361321	-0.055613	0.1460177	-0.0898054	0.1529286	-0.1238827	0.1590948	-0.158188	0.1637892
327	PB13-0433	M	Morpho	zephyritis	7.46528	under	14	0.1645774	0.0186279	0.1827898	-0.0305004	0.1585457	-0.0920236	0.1127959	-0.1453983	0.0697407	-0.1850478	0.0059686	-0.2398713	-0.0630535	-0.2866173	-0.1959741	0.1613668	-0.1728151	0.1422896	-0.2106399	0.1216644	-0.0802682	0.0823304	-0.0717549	0.0691611	-0.1364155	0.0119572	-0.0831351	-0.0308224	0.1740825	-0.0582943	0.1345404	-0.1213472	0.0884212	-0.1684168	0.0317014	-0.2152374	-0.0236446	-0.2559346	0.1339208	0.053745	0.1052762	0.0742272	0.0747631	0.0923318	0.0433744	0.1089359	0.0111574	0.1243318	-0.0226847	0.1362946	-0.0566296	0.1468626	-0.0904387	0.1557957	-0.1245758	0.16281	-0.1596256	0.1667796
328	PB13-0434	M	Morpho	zephyritis	8.41996	under	14	0.1664709	0.0213149	0.1790941	-0.0284858	0.1547475	-0.0851216	0.1190415	-0.1387303	0.0753702	-0.1906217	0.0039646	-0.2460583	-0.0751018	-0.2878324	-0.1966817	0.1557879	-0.1685425	0.1404653	-0.2081703	0.1175408	-0.0793476	0.0803601	-0.0692004	0.0699602	-0.135487	0.0153473	-0.0800294	-0.0301597	0.1691854	-0.0566839	0.1292493	-0.1171038	0.0904514	-0.1713334	0.0346229	-0.2178648	-0.0214261	-0.2587093	0.1318657	0.051134	0.1030006	0.0707558	0.0735089	0.0903498	0.0431219	0.1084959	0.0114807	0.1249703	-0.0213876	0.1396817	-0.0554975	0.1507067	-0.0897547	0.1591575	-0.1244289	0.1648753	-0.1601201	0.1678014
329	PB13-0435	M	Morpho	zephyritis	7.59855	under	14	0.1651197	0.0244912	0.178188	-0.0233964	0.1552323	-0.084761	0.1109583	-0.1342064	0.0694691	-0.1846334	0.0099142	-0.2461764	-0.0743898	-0.3063131	-0.1923837	0.1647689	-0.1679094	0.14639	-0.2078355	0.1282977	-0.0744273	0.0798782	-0.0653162	0.067498	-0.1381584	0.012228	-0.0749935	-0.043603	0.1662018	-0.0551279	0.1257726	-0.1136679	0.0823014	-0.1646259	0.0306641	-0.2165319	-0.015587	-0.2676958	0.1347008	0.0542009	0.1061143	0.0748009	0.0752491	0.0923	0.0433282	0.107629	0.010392	0.1210407	-0.0234237	0.1330096	-0.0567651	0.1451517	-0.0900014	0.1554582	-0.1236742	0.1636642	-0.1587407	0.1699318
330	PB13-0436	F	Morpho	zephyritis	7.76029	under	14	0.1528419	0.0113561	0.1684791	-0.0373874	0.1497194	-0.0838296	0.1152699	-0.1355039	0.0756645	-0.1887654	0.0167843	-0.2447482	-0.0581998	-0.2983747	-0.2042146	0.1752206	-0.1808725	0.1571786	-0.21793	0.1362114	-0.0695205	0.0825602	-0.0594344	0.0695579	-0.1177876	0.0100359	-0.058615	-0.0382925	0.1618457	-0.0525509	0.1277372	-0.11511	0.0881566	-0.1688759	0.0371236	-0.2212719	-0.0150067	-0.267319	0.1235005	0.0444619	0.0985198	0.066903	0.0701889	0.0866218	0.0404468	0.1050266	0.0089913	0.1211078	-0.0238264	0.1351688	-0.0570407	0.1475859	-0.0901219	0.1586955	-0.1236272	0.1683496	-0.159072	0.1759877
331	PB13-0437	F	Morpho	zephyritis	8.26189	under	14	0.150446	0.0217721	0.1770371	-0.0312612	0.1607122	-0.0846024	0.1219459	-0.1403123	0.0762357	-0.1968699	0.007206	-0.2463319	-0.0721754	-0.2891596	-0.2004269	0.1718201	-0.1759854	0.1518365	-0.2164363	0.1299267	-0.0631958	0.0802278	-0.0536234	0.0665578	-0.1185898	0.0119409	-0.0574977	-0.0417896	0.1712943	-0.0538719	0.1331978	-0.1179811	0.0928789	-0.1718598	0.0356161	-0.2170986	-0.0239866	-0.2532573	0.1242587	0.0470312	0.0961699	0.0661934	0.066272	0.0851216	0.0361725	0.1033083	0.0047497	0.1195017	-0.0278749	0.1342377	-0.0602665	0.1485141	-0.0931615	0.1607705	-0.1274169	0.1694449	-0.1635556	0.1761902
